order_id,customer_id,order_date,sku,quantity
OTG-ORD-000086,CUST-HMART-WEST,2026-03-04,03635K,72
OTG-ORD-000087,CUST-HMART-WEST,2026-03-10,02208K,120
OTG-ORD-000088,CUST-HMART-WEST,2026-03-13,OTK-DEMO-RIC-001,720
OTG-ORD-000089,CUST-HMART-WEST,2026-03-16,OTK-DEMO-RIC-001,234
OTG-ORD-000090,CUST-HMART-WEST,2026-03-22,03632K,360
OTG-ORD-000091,CUST-HMART-WEST,2026-04-05,OTK-DEMO-TEA-001,180
OTG-ORD-000092,CUST-HMART-WEST,2026-04-07,OTK-DEMO-SAU-005,48
OTG-ORD-000093,CUST-HMART-WEST,2026-04-12,UPC-645175572640,180
OTG-ORD-000094,CUST-HMART-WEST,2026-04-18,OTK-DEMO-CAN-003,120
OTG-ORD-000095,CUST-HMART-WEST,2026-05-05,OTK-DEMO-CUR-011,96
OTG-ORD-000096,CUST-HMART-WEST,2026-05-09,08262K,176
OTG-ORD-000097,CUST-HMART-WEST,2026-05-11,OTK-DEMO-RIC-002,126
OTG-ORD-000098,CUST-HMART-WEST,2026-05-16,08257K,240
OTG-ORD-000099,CUST-HMART-EAST,2024-06-04,OTK-DEMO-SOU-007,156
OTG-ORD-000100,CUST-HMART-EAST,2024-06-07,03632K,192
OTG-ORD-000101,CUST-HMART-EAST,2024-06-11,OTK-DEMO-CUR-010,72
OTG-ORD-000102,CUST-HMART-EAST,2024-06-18,08253K,360
OTG-ORD-000103,CUST-HMART-EAST,2024-07-03,OTK-DEMO-RIC-002,234
OTG-ORD-000104,CUST-HMART-EAST,2024-07-08,08253K,260
OTG-ORD-000105,CUST-HMART-EAST,2024-07-11,OTK-DEMO-RAM-005,80
OTG-ORD-000106,CUST-HMART-EAST,2024-07-15,OTK-DEMO-RAM-005,40
OTG-ORD-000107,CUST-HMART-EAST,2024-07-22,OTK-DEMO-OIL-001,144
OTG-ORD-000108,CUST-HMART-EAST,2024-08-06,08252K,100
OTG-ORD-000109,CUST-HMART-EAST,2024-08-08,OTK-DEMO-OIL-005,72
OTG-ORD-000110,CUST-HMART-EAST,2024-08-13,03632K,288
OTG-ORD-000111,CUST-HMART-EAST,2024-08-17,OTK-DEMO-RIC-001,540
OTG-ORD-000112,CUST-HMART-EAST,2024-08-21,03634K,216
OTG-ORD-000113,CUST-HMART-EAST,2024-09-04,OTK-DEMO-SAU-013,120
OTG-ORD-000114,CUST-HMART-EAST,2024-09-08,03632K,432
OTG-ORD-000115,CUST-HMART-EAST,2024-09-13,OTK-DEMO-SAU-009,240
OTG-ORD-000116,CUST-HMART-EAST,2024-10-03,OTK-DEMO-RIC-001,90
OTG-ORD-000117,CUST-HMART-EAST,2024-10-07,OTK-DEMO-RIC-002,234
OTG-ORD-000118,CUST-HMART-EAST,2024-10-14,OTK-DEMO-RIC-001,198
OTG-ORD-000119,CUST-HMART-EAST,2024-11-03,08253K,120
OTG-ORD-000120,CUST-HMART-EAST,2024-11-07,OTK-DEMO-MIX-012,48
OTG-ORD-000121,CUST-HMART-EAST,2024-11-14,OTK-DEMO-SAU-013,48
OTG-ORD-000122,CUST-HMART-EAST,2024-11-16,08253K,440
OTG-ORD-000123,CUST-HMART-EAST,2024-12-05,OTK-DEMO-RIC-001,144
OTG-ORD-000124,CUST-HMART-EAST,2024-12-08,OTK-DEMO-RAM-003,120
OTG-ORD-000125,CUST-HMART-EAST,2024-12-13,OTK-DEMO-RIC-001,234
OTG-ORD-000126,CUST-HMART-EAST,2024-12-18,OTK-DEMO-RAM-005,120
OTG-ORD-000127,CUST-HMART-EAST,2024-12-20,03632K,216
OTG-ORD-000128,CUST-HMART-EAST,2025-01-06,03632K,216
OTG-ORD-000129,CUST-HMART-EAST,2025-01-10,OTK-DEMO-RIC-004,108
OTG-ORD-000130,CUST-HMART-EAST,2025-01-14,03632K,96
OTG-ORD-000131,CUST-HMART-EAST,2025-01-16,08253K,600
OTG-ORD-000132,CUST-HMART-EAST,2025-02-03,03632K,360
OTG-ORD-000133,CUST-HMART-EAST,2025-02-08,03637K,120
OTG-ORD-000134,CUST-HMART-EAST,2025-02-14,08253K,220
OTG-ORD-000135,CUST-HMART-EAST,2025-02-15,03632K,144
OTG-ORD-000136,CUST-HMART-EAST,2025-03-04,OTK-DEMO-SAU-008,96
OTG-ORD-000137,CUST-HMART-EAST,2025-03-07,08252K,280
OTG-ORD-000138,CUST-HMART-EAST,2025-03-11,OTK-DEMO-RAM-003,180
OTG-ORD-000139,CUST-HMART-EAST,2025-03-15,03632K,528
OTG-ORD-000140,CUST-HMART-EAST,2025-03-20,08253K,360
OTG-ORD-000141,CUST-HMART-EAST,2025-04-03,OTK-DEMO-CUR-009,96
OTG-ORD-000142,CUST-HMART-EAST,2025-04-09,OTK-DEMO-CUR-010,96
OTG-ORD-000143,CUST-HMART-EAST,2025-04-14,OTK-DEMO-RIC-002,126
OTG-ORD-000144,CUST-HMART-EAST,2025-04-18,OTK-DEMO-SAU-009,48
OTG-ORD-000145,CUST-HMART-EAST,2025-05-06,OTK-DEMO-RIC-001,288
OTG-ORD-000146,CUST-HMART-EAST,2025-05-10,OTK-DEMO-TEA-005,96
OTG-ORD-000147,CUST-HMART-EAST,2025-05-11,OTK-DEMO-SAU-013,84
OTG-ORD-000148,CUST-HMART-EAST,2025-05-15,OTK-DEMO-RIC-001,198
OTG-ORD-000149,CUST-HMART-EAST,2025-06-04,OTK-DEMO-CUR-010,48
OTG-ORD-000150,CUST-HMART-EAST,2025-06-07,OTK-DEMO-SAU-002,216
OTG-ORD-000151,CUST-HMART-EAST,2025-06-12,OTK-DEMO-CUR-009,48
OTG-ORD-000152,CUST-HMART-EAST,2025-06-16,OTK-DEMO-SAU-002,144
OTG-ORD-000153,CUST-HMART-EAST,2025-06-19,OTK-DEMO-RAM-005,240
OTG-ORD-000154,CUST-HMART-EAST,2025-07-06,OTK-DEMO-CUR-010,240
OTG-ORD-000155,CUST-HMART-EAST,2025-07-08,OTK-DEMO-OIL-001,360
OTG-ORD-000156,CUST-HMART-EAST,2025-07-11,OTK-DEMO-CUR-009,72
OTG-ORD-000157,CUST-HMART-EAST,2025-08-06,OTK-DEMO-RAM-005,180
OTG-ORD-000158,CUST-HMART-EAST,2025-08-09,OTK-DEMO-RIC-002,126
OTG-ORD-000159,CUST-HMART-EAST,2025-08-13,03634K,84
OTG-ORD-000160,CUST-HMART-EAST,2025-09-06,OTK-DEMO-RIC-002,90
OTG-ORD-000161,CUST-HMART-EAST,2025-09-07,OTK-DEMO-RIC-001,558
OTG-ORD-000162,CUST-HMART-EAST,2025-09-13,OTK-DEMO-SAU-002,240
OTG-ORD-000163,CUST-HMART-EAST,2025-09-16,OTK-DEMO-SAU-013,48
OTG-ORD-000164,CUST-HMART-EAST,2025-09-21,OTK-DEMO-OIL-001,240
OTG-ORD-000165,CUST-HMART-EAST,2025-10-05,08325K,120
OTG-ORD-000166,CUST-HMART-EAST,2025-10-07,OTK-DEMO-RIC-002,90
OTG-ORD-000167,CUST-HMART-EAST,2025-10-11,03632K,312
OTG-ORD-000168,CUST-HMART-EAST,2025-11-03,OTK-DEMO-RIC-002,180
OTG-ORD-000169,CUST-HMART-EAST,2025-11-10,OTK-DEMO-RIC-001,360
OTG-ORD-000170,CUST-HMART-EAST,2025-11-13,OTK-DEMO-SEA-002,48
OTG-ORD-000171,CUST-HMART-EAST,2025-11-15,03634K,72
OTG-ORD-000172,CUST-HMART-EAST,2025-11-21,OTK-DEMO-SAU-013,240
OTG-ORD-000173,CUST-HMART-EAST,2025-12-03,03632K,240
OTG-ORD-000174,CUST-HMART-EAST,2025-12-08,08253K,460
OTG-ORD-000175,CUST-HMART-EAST,2025-12-14,OTK-DEMO-RAM-011,128
OTG-ORD-000176,CUST-HMART-EAST,2025-12-18,OTK-DEMO-RAM-003,60
OTG-ORD-000177,CUST-HMART-EAST,2025-12-21,OTK-DEMO-RIC-002,90
OTG-ORD-000178,CUST-HMART-EAST,2026-01-06,08256K,80
OTG-ORD-000179,CUST-HMART-EAST,2026-01-08,OTK-DEMO-OIL-001,96
OTG-ORD-000180,CUST-HMART-EAST,2026-01-12,OTK-DEMO-CUR-009,96
OTG-ORD-000181,CUST-HMART-EAST,2026-02-06,08252K,260
OTG-ORD-000182,CUST-HMART-EAST,2026-02-07,OTK-DEMO-RAM-005,140
OTG-ORD-000183,CUST-HMART-EAST,2026-02-14,03635K,240
OTG-ORD-000184,CUST-HMART-EAST,2026-02-15,03632K,192
OTG-ORD-000185,CUST-HMART-EAST,2026-02-22,OTK-DEMO-CUR-009,48
OTG-ORD-000186,CUST-HMART-EAST,2026-03-04,OTK-DEMO-FRZ-006,48
OTG-ORD-000187,CUST-HMART-EAST,2026-03-07,OTK-DEMO-MIX-002,180
OTG-ORD-000188,CUST-HMART-EAST,2026-03-13,08253K,140
OTG-ORD-000189,CUST-HMART-EAST,2026-03-17,03634K,240
OTG-ORD-000190,CUST-HMART-EAST,2026-03-19,03632K,240
OTG-ORD-000191,CUST-HMART-EAST,2026-04-06,OTK-DEMO-OIL-001,144
OTG-ORD-000192,CUST-HMART-EAST,2026-04-09,OTK-DEMO-RIC-002,126
OTG-ORD-000193,CUST-HMART-EAST,2026-04-12,OTK-DEMO-RIC-002,180
OTG-ORD-000194,CUST-HMART-EAST,2026-04-17,03632K,360
OTG-ORD-000195,CUST-HMART-EAST,2026-04-21,03632K,480
OTG-ORD-000196,CUST-HMART-EAST,2026-05-03,OTK-DEMO-SAU-002,132
OTG-ORD-000197,CUST-HMART-EAST,2026-05-10,08253K,100
OTG-ORD-000198,CUST-HMART-EAST,2026-05-14,08253K,100
OTG-ORD-000199,CUST-HMART-EAST,2026-05-16,OTK-DEMO-CUR-010,96
OTG-ORD-000200,CUST-HMART-EAST,2026-05-20,OTK-DEMO-SAU-002,132
OTG-ORD-000201,CUST-COSTCO-WEST,2024-06-04,OTK-DEMO-RAM-014,352
OTG-ORD-000202,CUST-COSTCO-WEST,2024-06-07,OTK-DEMO-SAU-012,852
OTG-ORD-000203,CUST-COSTCO-WEST,2024-06-12,OTK-DEMO-RAM-014,240
OTG-ORD-000204,CUST-COSTCO-WEST,2024-07-03,OTK-DEMO-OIL-001,480
OTG-ORD-000205,CUST-COSTCO-WEST,2024-07-07,OTK-DEMO-RIC-001,720
OTG-ORD-000206,CUST-COSTCO-WEST,2024-08-06,OTK-DEMO-SAU-015,540
OTG-ORD-000207,CUST-COSTCO-WEST,2024-08-08,08253K,1440
OTG-ORD-000208,CUST-COSTCO-WEST,2024-08-11,OTK-DEMO-SAU-001,804
OTG-ORD-000209,CUST-COSTCO-WEST,2024-08-18,OTK-DEMO-SAU-016,408
OTG-ORD-000210,CUST-COSTCO-WEST,2024-09-06,03632K,864
OTG-ORD-000211,CUST-COSTCO-WEST,2024-09-10,OTK-DEMO-SAU-015,180
OTG-ORD-000212,CUST-COSTCO-WEST,2024-09-13,03633K,432
OTG-ORD-000213,CUST-COSTCO-WEST,2024-09-16,OTK-DEMO-SAU-013,480
OTG-ORD-000214,CUST-COSTCO-WEST,2024-10-03,08253K,960
OTG-ORD-000215,CUST-COSTCO-WEST,2024-10-10,OTK-DEMO-SAU-015,720
OTG-ORD-000216,CUST-COSTCO-WEST,2024-10-14,OTK-DEMO-CAN-001,240
OTG-ORD-000217,CUST-COSTCO-WEST,2024-10-16,OTK-DEMO-SAU-013,240
OTG-ORD-000218,CUST-COSTCO-WEST,2024-11-05,OTK-DEMO-SEA-002,240
OTG-ORD-000219,CUST-COSTCO-WEST,2024-11-08,OTK-DEMO-SOU-001,612
OTG-ORD-000220,CUST-COSTCO-WEST,2024-11-13,OTK-DEMO-RAM-014,224
OTG-ORD-000221,CUST-COSTCO-WEST,2024-12-03,08256K,1240
OTG-ORD-000222,CUST-COSTCO-WEST,2024-12-10,OTK-DEMO-RIC-001,1944
OTG-ORD-000223,CUST-COSTCO-WEST,2024-12-14,08252K,920
OTG-ORD-000224,CUST-COSTCO-WEST,2024-12-18,OTK-DEMO-RAM-014,464
OTG-ORD-000225,CUST-COSTCO-WEST,2025-01-06,OTK-DEMO-OIL-001,1440
OTG-ORD-000226,CUST-COSTCO-WEST,2025-01-08,OTK-DEMO-RAM-008,880
OTG-ORD-000227,CUST-COSTCO-WEST,2025-01-12,08252K,900
OTG-ORD-000228,CUST-COSTCO-WEST,2025-01-18,08252K,1800
OTG-ORD-000229,CUST-COSTCO-WEST,2025-02-04,OTK-DEMO-SAU-015,720
OTG-ORD-000230,CUST-COSTCO-WEST,2025-02-08,03632K,360
OTG-ORD-000231,CUST-COSTCO-WEST,2025-02-13,OTK-DEMO-SAU-015,240
OTG-ORD-000232,CUST-COSTCO-WEST,2025-03-04,OTK-DEMO-SEA-002,480
OTG-ORD-000233,CUST-COSTCO-WEST,2025-03-07,OTK-DEMO-SAU-015,360
OTG-ORD-000234,CUST-COSTCO-WEST,2025-04-05,OTK-DEMO-RAM-014,480
OTG-ORD-000235,CUST-COSTCO-WEST,2025-04-07,08253K,720
OTG-ORD-000236,CUST-COSTCO-WEST,2025-04-11,OTK-DEMO-TEA-004,240
OTG-ORD-000237,CUST-COSTCO-WEST,2025-04-17,OTK-DEMO-SAU-001,480
OTG-ORD-000238,CUST-COSTCO-WEST,2025-05-05,08252K,480
OTG-ORD-000239,CUST-COSTCO-WEST,2025-05-07,08252K,1080
OTG-ORD-000240,CUST-COSTCO-WEST,2025-05-11,OTK-DEMO-SAU-001,540
OTG-ORD-000241,CUST-COSTCO-WEST,2025-06-04,OTK-DEMO-SAU-013,852
OTG-ORD-000242,CUST-COSTCO-WEST,2025-06-08,OTK-DEMO-OIL-001,1080
OTG-ORD-000243,CUST-COSTCO-WEST,2025-06-11,OTK-DEMO-SAU-001,420
OTG-ORD-000244,CUST-COSTCO-WEST,2025-07-04,OTK-DEMO-SAU-015,432
OTG-ORD-000245,CUST-COSTCO-WEST,2025-07-10,03633K,192
OTG-ORD-000246,CUST-COSTCO-WEST,2025-08-04,OTK-DEMO-RIC-002,396
OTG-ORD-000247,CUST-COSTCO-WEST,2025-08-09,UPC-645175572640,180
OTG-ORD-000248,CUST-COSTCO-WEST,2025-08-14,OTK-DEMO-SAU-013,540
OTG-ORD-000249,CUST-COSTCO-WEST,2025-08-15,OTK-DEMO-CUR-011,216
OTG-ORD-000250,CUST-COSTCO-WEST,2025-09-06,08253K,720
OTG-ORD-000251,CUST-COSTCO-WEST,2025-09-10,OTK-DEMO-OIL-001,1212
OTG-ORD-000252,CUST-COSTCO-WEST,2025-09-13,08262K,352
OTG-ORD-000253,CUST-COSTCO-WEST,2025-09-16,OTK-DEMO-RIC-002,828
OTG-ORD-000254,CUST-COSTCO-WEST,2025-10-06,OTK-DEMO-RIC-001,486
OTG-ORD-000255,CUST-COSTCO-WEST,2025-10-07,08252K,360
OTG-ORD-000256,CUST-COSTCO-WEST,2025-11-03,08256K,580
OTG-ORD-000257,CUST-COSTCO-WEST,2025-11-08,OTK-DEMO-SAU-006,720
OTG-ORD-000258,CUST-COSTCO-WEST,2025-11-12,OTK-DEMO-RIC-009,240
OTG-ORD-000259,CUST-COSTCO-WEST,2025-12-04,OTK-DEMO-RAM-014,928
OTG-ORD-000260,CUST-COSTCO-WEST,2025-12-08,OTK-DEMO-SAU-015,720
OTG-ORD-000261,CUST-COSTCO-WEST,2025-12-13,OTK-DEMO-OIL-001,1080
OTG-ORD-000262,CUST-COSTCO-WEST,2025-12-17,OTK-DEMO-RIC-001,720
OTG-ORD-000263,CUST-COSTCO-WEST,2026-01-05,OTK-DEMO-SOU-003,936
OTG-ORD-000264,CUST-COSTCO-WEST,2026-01-07,08252K,680
OTG-ORD-000265,CUST-COSTCO-WEST,2026-01-11,08252K,600
OTG-ORD-000266,CUST-COSTCO-WEST,2026-01-18,08256K,600
OTG-ORD-000267,CUST-COSTCO-WEST,2026-02-03,OTK-DEMO-FRZ-005,480
OTG-ORD-000268,CUST-COSTCO-WEST,2026-02-09,08252K,1520
OTG-ORD-000269,CUST-COSTCO-WEST,2026-02-11,08252K,760
OTG-ORD-000270,CUST-COSTCO-WEST,2026-03-03,OTK-DEMO-SEA-002,360
OTG-ORD-000271,CUST-COSTCO-WEST,2026-03-08,OTK-DEMO-OIL-001,480
OTG-ORD-000272,CUST-COSTCO-WEST,2026-03-14,OTK-DEMO-SAU-013,240
OTG-ORD-000273,CUST-COSTCO-WEST,2026-03-15,OTK-DEMO-RIC-005,480
OTG-ORD-000274,CUST-COSTCO-WEST,2026-04-05,08256K,360
OTG-ORD-000275,CUST-COSTCO-WEST,2026-04-08,03633K,192
OTG-ORD-000276,CUST-COSTCO-WEST,2026-05-05,OTK-DEMO-RIC-002,360
OTG-ORD-000277,CUST-COSTCO-WEST,2026-05-07,03632K,1080
OTG-ORD-000278,CUST-AMZ-GROCERY,2024-06-05,OTK-DEMO-RIC-009,96
OTG-ORD-000279,CUST-AMZ-GROCERY,2024-06-08,OTK-DEMO-TEA-003,12
OTG-ORD-000280,CUST-AMZ-GROCERY,2024-06-12,UPC-645175525196,20
OTG-ORD-000281,CUST-AMZ-GROCERY,2024-06-17,OTK-DEMO-SOU-008,12
OTG-ORD-000282,CUST-AMZ-GROCERY,2024-06-21,OTK-DEMO-RIC-002,90
OTG-ORD-000283,CUST-AMZ-GROCERY,2024-07-04,OTK-DEMO-MIX-003,20
OTG-ORD-000284,CUST-AMZ-GROCERY,2024-07-09,OTK-DEMO-TEA-003,36
OTG-ORD-000285,CUST-AMZ-GROCERY,2024-07-11,OTK-DEMO-TEA-005,12
OTG-ORD-000286,CUST-AMZ-GROCERY,2024-07-17,OTK-DEMO-RIC-002,54
OTG-ORD-000287,CUST-AMZ-GROCERY,2024-07-21,UPC-645175010036,24
OTG-ORD-000288,CUST-AMZ-GROCERY,2024-07-23,OTK-DEMO-TEA-005,60
OTG-ORD-000289,CUST-AMZ-GROCERY,2024-08-04,OTK-DEMO-SAU-001,24
OTG-ORD-000290,CUST-AMZ-GROCERY,2024-08-09,OTK-DEMO-RIC-004,108
OTG-ORD-000291,CUST-AMZ-GROCERY,2024-08-11,02208K,48
OTG-ORD-000292,CUST-AMZ-GROCERY,2024-08-15,OTK-DEMO-RAM-003,20
OTG-ORD-000293,CUST-AMZ-GROCERY,2024-08-22,OTK-DEMO-TEA-005,12
OTG-ORD-000294,CUST-AMZ-GROCERY,2024-09-04,OTK-DEMO-RIC-009,84
OTG-ORD-000295,CUST-AMZ-GROCERY,2024-09-09,OTK-DEMO-RAM-003,80
OTG-ORD-000296,CUST-AMZ-GROCERY,2024-09-14,OTK-DEMO-RIC-009,36
OTG-ORD-000297,CUST-AMZ-GROCERY,2024-09-16,08252K,80
OTG-ORD-000298,CUST-AMZ-GROCERY,2024-09-22,OTK-DEMO-RIC-009,84
OTG-ORD-000299,CUST-AMZ-GROCERY,2024-10-04,03637K,12
OTG-ORD-000300,CUST-AMZ-GROCERY,2024-10-07,08253K,140
OTG-ORD-000301,CUST-AMZ-GROCERY,2024-10-13,08253K,40
OTG-ORD-000302,CUST-AMZ-GROCERY,2024-10-16,08252K,20
OTG-ORD-000303,CUST-AMZ-GROCERY,2024-10-20,OTK-DEMO-RAM-014,16
OTG-ORD-000304,CUST-AMZ-GROCERY,2024-11-05,08256K,20
OTG-ORD-000305,CUST-AMZ-GROCERY,2024-11-10,OTK-DEMO-TEA-003,48
OTG-ORD-000306,CUST-AMZ-GROCERY,2024-11-13,08253K,20
OTG-ORD-000307,CUST-AMZ-GROCERY,2024-11-18,OTK-DEMO-TEA-004,24
OTG-ORD-000308,CUST-AMZ-GROCERY,2024-11-21,OTK-DEMO-RIC-009,24
OTG-ORD-000309,CUST-AMZ-GROCERY,2024-11-23,OTK-DEMO-TEA-004,72
OTG-ORD-000310,CUST-AMZ-GROCERY,2024-12-06,08324K,12
OTG-ORD-000311,CUST-AMZ-GROCERY,2024-12-08,OTK-DEMO-TEA-003,24
OTG-ORD-000312,CUST-AMZ-GROCERY,2024-12-13,OTK-DEMO-SOU-006,36
OTG-ORD-000313,CUST-AMZ-GROCERY,2024-12-17,OTK-DEMO-RAM-003,120
OTG-ORD-000314,CUST-AMZ-GROCERY,2024-12-20,OTK-DEMO-SSN-001,24
OTG-ORD-000315,CUST-AMZ-GROCERY,2025-01-05,OTK-DEMO-SOU-007,60
OTG-ORD-000316,CUST-AMZ-GROCERY,2025-01-08,OTK-DEMO-RIC-004,24
